Date,Symbol,Security Name,Mkt Cap (Millions),AVOL(20),ADR(20),Price_1D,Change_1W,Change_1M,Change_3M,Change_6M,Change_9M,Change_12M,RS_1M,RS_3M,RS_6M,RS_9M,RS_12M,Total_RS (NDX),RS_score
08-09-2025,NASDAQ:TSCO,Tractor Supply Company - Common Stock,31845,4241695,1.77,60.09,-2.78,0.12,15.23,5.33,5.15,9.24,-1.45,6.81,-9.66,-5.51,-11.13,0.982403,54
08-09-2025,NYSE:XYZ,"Block, Inc. Class A Common Stock,",46219,6516287,2.97,75.82,-5.04,-1.36,14.28,20.87,-22.92,15.48,-2.93,5.86,5.88,-33.58,-4.89,0.982159,54
08-09-2025,NYSE:OUT,OUTFRONT Media Inc. Common Stock,3047,1632841,2.72,18.96,1.48,6.49,14.08,5.33,-2.67,9.38,4.92,5.66,-9.66,-13.33,-10.99,0.982083,54
08-09-2025,NYSE:JELD,"JELD-WEN Holding, Inc. Common Stock",553,1924215,5.49,6.48,1.39,16.20,40.59,4.94,-68.06,-109.10,14.63,32.17,-10.05,-78.72,-129.47,0.982055,54
08-09-2025,NYSE:DGX,Quest Diagnostics Incorporated Common Stock,20411,773687,1.46,182.53,0.49,4.53,4.49,3.82,11.28,14.87,2.96,-3.93,-11.17,0.62,-5.50,0.982013,54
08-09-2025,NYSE:SSB,SouthState Bank Corporation Common Stock,10343,731110,2.07,102.19,0.13,10.19,12.20,9.06,-7.38,6.45,8.62,3.78,-5.93,-18.04,-13.92,0.981949,54
08-09-2025,NYSE:FLNG,FLEX LNG Ltd. Ordinary Shares,1382,512257,2.09,26.02,-4.73,2.46,7.96,16.03,8.84,0.31,0.89,-0.46,1.04,-1.82,-20.06,0.981895,54
08-09-2025,NASDAQ:PANW,"Palo Alto Networks, Inc. - Common Stock",132027,9375195,2.48,197.38,3.48,14.83,-1.12,8.33,0.55,12.31,13.26,-9.54,-6.66,-10.11,-8.06,0.98188,53
08-09-2025,NYSE:PVH,PVH Corp. Common Stock,4068,1316817,3.24,84.62,0.35,12.86,22.71,14.16,-31.87,-14.17,11.29,14.29,-0.83,-42.53,-34.54,0.98169,53
08-09-2025,NASDAQ:TPG,TPG Inc. - Class A Common Stock,22306,1838358,2.53,59.03,-2.24,-1.97,14.87,16.86,-17.26,16.11,-3.54,6.45,1.87,-27.92,-4.26,0.981255,53
08-09-2025,NYSE:BLDR,"Builders FirstSource, Inc. Common Stock",16349,1985655,3.76,147.89,6.23,11.24,24.52,9.05,-24.73,-14.19,9.67,16.10,-5.94,-35.39,-34.56,0.981045,53
08-09-2025,NYSE:BKU,"BankUnited, Inc. Common Stock",2908,577368,2.28,38.67,-1.34,7.86,11.04,14.53,-6.36,3.39,6.29,2.62,-0.46,-17.02,-16.98,0.981032,53
08-09-2025,NYSE:MCK,McKesson Corporation Common Stock,86693,796611,1.96,696.98,1.48,4.84,-2.28,7.57,11.34,18.03,3.27,-10.70,-7.42,0.68,-2.34,0.981003,53
08-09-2025,NYSE:ZGN,Ermenegildo Zegna N.V. Ordinary Shares,3690,701291,2.55,9.02,6.43,13.75,5.54,13.19,6.65,-12.86,12.18,-2.88,-1.80,-4.01,-33.23,0.980833,53
08-09-2025,NYSE:UGI,UGI Corporation Common Stock,7372,1790967,1.49,34.3,-0.99,-3.38,-3.53,3.73,15.04,26.97,-4.95,-11.95,-11.26,4.38,6.60,0.98082,53
08-09-2025,NYSE:MTB,M&T Bank Corporation Common Stock,31134,869349,1.72,199.22,-1.22,7.77,7.57,10.28,-7.58,15.19,6.20,-0.85,-4.71,-18.24,-5.18,0.980655,53
08-09-2025,NYSE:UTI,Universal Technical Institute Inc Common Stock,1497,772549,3.36,27.51,3.34,1.38,-28.54,4.76,12.14,38.79,-0.19,-36.96,-10.23,1.48,18.42,0.980589,53
08-09-2025,NYSE:DELL,Dell Technologies Inc. Class C Common Stock,83498,6205142,2.78,123,0.69,-8.89,7.52,25.64,-2.08,11.33,-10.46,-0.90,10.65,-12.74,-9.04,0.980544,53
08-09-2025,NASDAQ:AGNC,AGNC Investment Corp. - Common Stock,10803,18227519,1.33,10.34,5.61,8.99,11.80,-0.39,8.32,1.64,7.42,3.38,-15.38,-2.34,-18.73,0.980534,53
08-09-2025,NYSE:LU,"Lufax Holding Ltd American Depositary Shares, each representing two (2) Ordinary Shares",2422,1768578,4.01,2.92,-0.68,3.42,0.68,-8.22,16.10,22.95,1.85,-7.74,-23.21,5.44,2.58,0.980382,53
08-09-2025,NYSE:HXL,Hexcel Corporation Common Stock,5121,826607,2.21,64.36,1.88,5.03,12.38,9.57,0.68,4.44,3.46,3.96,-5.42,-9.98,-15.93,0.980265,53
08-09-2025,NYSE:FCF,First Commonwealth Financial Corporation Common Stock,1857,503963,1.78,17.76,0.06,8.11,11.04,11.49,-5.29,5.24,6.54,2.62,-3.50,-15.95,-15.13,0.980257,53
08-09-2025,NASDAQ:COLB,"Columbia Banking System, Inc. - Common Stock",8057,5136546,2.52,26.93,0.59,12.18,11.18,7.02,-13.44,9.99,10.61,2.76,-7.97,-24.10,-10.38,0.980246,53
08-09-2025,NASDAQ:ASML,ASML Holding N.V. - New York Registry Shares,299809,1339335,1.72,796.25,6.74,10.44,5.43,8.04,9.82,-1.91,8.87,-2.99,-6.95,-0.84,-22.28,0.980147,53
08-09-2025,NYSE:APAM,Artisan Partners Asset Management Inc. Class A Common Stock,3764,414665,1.83,46.64,-0.32,2.96,12.69,7.63,-4.82,14.04,1.39,4.27,-7.36,-15.48,-6.33,0.980073,53
08-09-2025,NYSE:VYX,NCR Voyix Corporation Common Stock,1809,1578325,3.13,13.09,-0.69,4.28,13.29,16.81,-8.33,2.22,2.71,4.87,1.82,-18.99,-18.15,0.980033,53
08-09-2025,NYSE:MA,Mastercard Incorporated Common Stock,530293,2326465,1.34,586.6,-1.48,4.33,-0.60,6.79,10.30,17.64,2.76,-9.02,-8.20,-0.36,-2.73,0.980024,53
08-09-2025,NYSE:RITM,Rithm Capital Corp. Common Stock,6692,5366711,1.29,12.5,0.96,2.48,9.28,5.44,10.72,7.12,0.91,0.86,-9.55,0.06,-13.25,0.979897,53
08-09-2025,NASDAQ:SLM,SLM Corporation - Common Stock,6346,1945635,2.95,30.44,-2.76,-3.68,-5.65,3.22,12.94,30.19,-5.25,-14.07,-11.77,2.28,9.82,0.979877,53
08-09-2025,NASDAQ:CVLT,"Commvault Systems, Inc. - Common Stock",8179,598103,3.2,183.96,-1.46,-0.98,-2.51,16.14,7.38,19.05,-2.55,-10.93,1.15,-3.28,-1.32,0.979834,53
08-09-2025,NASDAQ:FWRG,"First Watch Restaurant Group, Inc. - Common Stock",1114,968415,3.54,18.26,-3.18,2.57,18.24,-4.05,-2.08,12.98,1.00,9.82,-19.04,-12.74,-7.39,0.979823,52
08-09-2025,NASDAQ:EVRG,"Evergy, Inc. - Common Stock",16288,2017430,1.15,70.77,-0.69,-2.97,7.81,7.02,10.63,14.92,-4.54,-0.61,-7.97,-0.03,-5.45,0.979806,52
08-09-2025,NYSE:SKT,Tanger Inc. Common Stock,3936,719242,1.73,34.75,1.64,8.09,12.89,3.11,-5.96,11.48,6.52,4.47,-11.88,-16.62,-8.89,0.979763,52
08-09-2025,NASDAQ:CSCO,"Cisco Systems, Inc. - Common Stock",264390,20992714,1.86,66.88,-3.30,-4.52,1.23,4.40,11.06,25.69,-6.09,-7.19,-10.59,0.40,5.32,0.979643,52
08-09-2025,NYSE:TFC,Truist Financial Corporation Common Stock,59327,6991505,1.76,46.01,-1.76,6.87,11.63,8.30,-0.91,5.19,5.30,3.21,-6.69,-11.57,-15.18,0.979567,52
08-09-2025,NYSE:TWLO,Twilio Inc. Class A Common Stock,16737,4878437,3.79,109.08,3.18,-12.20,-11.60,2.75,1.63,44.22,-13.77,-20.02,-12.24,-9.03,23.85,0.979476,52
08-09-2025,NYSE:ABBV,AbbVie Inc. Common Stock,370606,4450161,1.52,209.79,-0.29,5.21,9.51,-2.15,13.48,6.09,3.64,1.09,-17.14,2.82,-14.28,0.979353,52
08-09-2025,NYSE:GPC,Genuine Parts Company Common Stock,19452,1154655,1.8,139.85,0.37,4.20,10.43,9.07,8.92,-0.97,2.63,2.01,-5.92,-1.74,-21.34,0.979293,52
08-09-2025,NASDAQ:SBRA,"Sabra Health Care REIT, Inc. - Common Stock",4563,2479137,2.07,19.19,0.42,2.66,6.98,12.14,3.86,9.85,1.09,-1.44,-2.85,-6.80,-10.52,0.97927,52
08-09-2025,NYSE:KBH,KB Home Common Stock,4615,1312053,2.94,67.82,6.30,13.34,23.89,5.60,-22.00,-17.99,11.77,15.47,-9.39,-32.66,-38.36,0.979144,52
08-09-2025,NYSE:MTH,Meritage Homes Corporation Common Stock,5845,968379,3.16,82.14,5.42,12.65,22.08,5.53,-15.99,-15.81,11.08,13.66,-9.46,-26.65,-36.18,0.979038,52
08-09-2025,NYSE:ULS,UL Solutions Inc. Class A Common Stock,12840,949442,2.99,63.92,1.17,-3.21,-11.36,17.35,17.02,18.18,-4.78,-19.78,2.36,6.36,-2.19,0.979038,52
08-09-2025,NYSE:SNV,Synovus Financial Corp. Common Stock,7197,1636108,2.31,51.85,0.46,9.24,5.38,9.66,-8.00,15.08,7.67,-3.04,-5.33,-18.66,-5.29,0.978736,52
08-09-2025,NYSE:OII,"Oceaneering International, Inc. Common Stock",2409,606824,3.01,24.04,-1.50,10.90,15.72,17.01,-26.54,-3.00,9.33,7.30,2.02,-37.20,-23.37,0.978728,52
08-09-2025,NYSE:AM,Antero Midstream Corporation Common Stock,8661,2374406,1.75,18.1,1.71,-1.99,-3.65,9.06,14.48,20.33,-3.56,-12.07,-5.93,3.82,-0.04,0.978553,52
08-09-2025,NYSE:ESTC,Elastic N.V. Ordinary Shares,9809,2402343,3.79,92.3,7.84,17.26,6.40,-2.93,-22.36,20.54,15.69,-2.02,-17.92,-33.02,0.17,0.978273,52
08-09-2025,NYSE:BAM,Brookfield Asset Management Inc Class A Limited Voting Shares,91803,1902931,2.09,56.91,-5.71,-7.05,-1.09,14.58,-0.67,28.96,-8.62,-9.51,-0.41,-11.33,8.59,0.978103,52
08-09-2025,NASDAQ:GIII,"G-III Apparel Group, LTD. - Common Stock",1173,628210,3.34,27.08,0.30,10.27,16.88,2.40,-17.28,7.53,8.70,8.46,-12.59,-27.94,-12.84,0.97781,52
08-09-2025,NYSE:EFC,Ellington Financial Inc. Common Stock,1382,1342961,1.49,13.7,0.44,7.59,7.37,0.73,10.29,5.18,6.02,-1.05,-14.26,-0.37,-15.19,0.977765,52
08-09-2025,NYSE:ST,Sensata Technologies Holding plc Ordinary Shares,4662,1313981,2.92,32.01,-1.66,8.25,15.56,10.28,-0.34,-14.06,6.68,7.14,-4.71,-11.00,-34.43,0.977526,52
08-09-2025,NASDAQ:AAPL,Apple Inc. - Common Stock,3530232,47177716,1.63,237.88,2.41,7.50,14.28,-0.50,-2.01,7.16,5.93,5.86,-15.49,-12.67,-13.21,0.977375,52
08-09-2025,NASDAQ:XENE,Xenon Pharmaceuticals Inc. - Common Shares,2945,828061,3.25,38.19,-1.36,11.94,17.15,4.43,-9.98,-6.18,10.37,8.73,-10.56,-20.64,-26.55,0.977365,52
08-09-2025,NYSE:MTAL,MAC Copper Limited Ordinary Shares,1006,1174068,0.23,12.19,0.41,0.98,-1.80,21.74,-5.41,17.31,-0.59,-10.22,6.75,-16.07,-3.06,0.97733,52
08-09-2025,NASDAQ:CSGP,"CoStar Group, Inc. - Common Stock",37307,2580520,2.48,88.06,-1.62,-8.27,10.83,9.85,8.98,12.33,-9.84,2.41,-5.14,-1.68,-8.04,0.977184,51
08-09-2025,NYSE:HCC,"Warrior Met Coal, Inc. Common Stock",3051,822576,3.64,58.04,-5.34,-2.83,18.26,19.45,-20.28,4.32,-4.40,9.84,4.46,-30.94,-16.05,0.977071,51
08-09-2025,NASDAQ:NWS,News Corporation - Class B Common Stock,17676,716972,1.88,33.97,0.29,1.27,6.24,6.33,3.47,16.90,-0.30,-2.18,-8.66,-7.19,-3.47,0.977042,51
08-09-2025,NYSE:XHR,"Xenia Hotels & Resorts, Inc. Common Stock",1380,910329,2.47,14.3,1.19,10.63,14.76,6.29,-13.78,2.87,9.06,6.34,-8.70,-24.44,-17.50,0.976821,51
08-09-2025,NYSE:TTC,Toro Company (The) Common Stock,7965,933849,2.66,81.39,0.41,9.77,15.83,10.00,-6.09,-11.81,8.20,7.41,-4.99,-16.75,-32.18,0.976641,51
08-09-2025,NYSE:PM,Philip Morris International Inc Common Stock,253288,5255645,2.1,162.72,-2.71,-3.35,-11.68,7.23,20.30,22.19,-4.92,-20.10,-7.76,9.64,1.82,0.976228,51
08-09-2025,NYSE:ETN,"Eaton Corporation, PLC Ordinary Shares",136056,1961372,1.87,349.49,0.10,-3.05,5.16,18.46,-6.94,17.37,-4.62,-3.26,3.47,-17.60,-3.00,0.975875,51
08-09-2025,NYSE:KKR,KKR & Co. Inc. Common Stock,123566,2962063,2.54,138.69,-0.58,-2.52,11.02,16.89,-13.85,15.16,-4.09,2.60,1.90,-24.51,-5.21,0.975822,51
08-09-2025,NASDAQ:NTNX,"Nutanix, Inc. - Class A Common Stock",20100,3850987,2.81,74.98,10.36,3.20,-2.84,6.09,11.96,16.20,1.63,-11.26,-8.90,1.30,-4.17,0.975644,51
08-09-2025,NYSE:VALE,VALE S.A.  American Depositary Shares Each Representing one common share,44206,22206458,1.35,10.45,1.63,4.40,9.19,5.26,7.37,3.25,2.83,0.77,-9.73,-3.29,-17.12,0.975635,51
08-09-2025,NASDAQ:HST,"Host Hotels & Resorts, Inc. - Common Stock",11984,8621228,2.06,17.39,1.04,12.19,9.37,6.10,-6.50,2.65,10.62,0.95,-8.89,-17.16,-17.72,0.975557,51
08-09-2025,NYSE:PRKS,United Parks & Resorts Inc. Common Stock,2898,1168184,3.04,52.68,0.19,5.68,18.66,6.30,-12.34,0.13,4.11,10.24,-8.69,-23.00,-20.24,0.975473,51
08-09-2025,NYSE:SU,Suncor Energy  Inc. Common Stock,48833,4133260,1.63,40.25,-2.61,3.03,8.62,11.20,3.20,3.53,1.46,0.20,-3.79,-7.46,-16.84,0.975293,51
08-09-2025,NASDAQ:LBTYA,Liberty Global Ltd. - Class A Common Shares,4022,1787027,2.36,11.71,-0.26,6.92,17.16,0.43,-17.93,11.89,5.35,8.74,-14.56,-28.59,-8.48,0.975288,51
08-09-2025,NYSE:TPH,"Tri Pointe Homes, Inc. Common Stock",3229,943975,2.62,36.9,4.25,11.14,18.64,11.30,-17.40,-15.99,9.57,10.22,-3.69,-28.06,-36.36,0.975081,51
08-09-2025,NASDAQ:AAL,"American Airlines Group, Inc. - Common Stock",8545,70336747,3.61,12.95,-3.24,9.42,9.03,-0.62,-11.74,17.92,7.85,0.61,-15.61,-22.40,-2.45,0.974985,51
08-09-2025,NYSE:TALO,"Talos Energy, Inc. Common Stock",1649,2461690,3.68,9.44,-4.66,16.84,15.04,6.57,-16.63,-14.51,15.27,6.62,-8.42,-27.29,-34.88,0.974572,51
08-09-2025,NYSE:PLNT,"Planet Fitness, Inc. Common Stock",8780,1064243,2.2,104.23,-0.55,-1.10,-1.30,6.64,4.64,24.23,-2.67,-9.72,-8.35,-6.02,3.86,0.974459,51
08-09-2025,NYSE:BC,Brunswick Corporation Common Stock,4367,763223,3.25,66.85,4.88,14.44,15.84,11.56,-18.94,-16.78,12.87,7.42,-3.43,-29.60,-37.15,0.974316,51
08-09-2025,NYSE:XYL,Xylem Inc. Common Stock New,34085,1098380,1.38,140.03,-1.09,-2.46,9.53,6.72,8.81,7.81,-4.03,1.11,-8.27,-1.85,-12.56,0.974255,51
08-09-2025,NYSE:BLCO,Bausch + Lomb Corporation Common Shares,5492,527052,2.45,15.52,5.73,11.08,24.61,-3.74,-26.74,-5.09,9.51,16.19,-18.73,-37.40,-25.46,0.974125,51
08-09-2025,NASDAQ:INVA,"Innoviva, Inc. - Common Stock",1289,789572,2.66,20.46,0.15,9.78,-5.47,13.78,7.18,3.76,8.21,-13.89,-1.21,-3.48,-16.61,0.973751,51
08-09-2025,NYSE:HIG,"The Hartford Insurance Group, Inc. Common Stock",36732,1329843,1.18,130.64,-1.28,2.63,1.00,9.83,7.50,11.21,1.06,-7.42,-5.16,-3.16,-9.16,0.973738,50
08-09-2025,NASDAQ:STKL,"SunOpta, Inc. - Common Stock",765,635045,3.38,6.47,3.09,7.42,11.90,7.11,-19.32,12.98,5.85,3.48,-7.88,-29.98,-7.39,0.973631,50
08-09-2025,NYSE:QGEN,Qiagen N.V. Common Shares,10304,1376945,1.37,47.58,2.27,-1.64,4.41,16.46,6.42,4.54,-3.21,-4.01,1.47,-4.24,-15.83,0.973567,50
08-09-2025,NYSE:NUE,Nucor Corporation Common Stock,33058,1295883,2.45,144.02,-3.27,4.33,15.59,7.15,-7.61,1.60,2.76,7.17,-7.84,-18.27,-18.77,0.973524,50
08-09-2025,NASDAQ:VCYT,"Veracyte, Inc. - Common Stock",2554,1197063,3.81,32.46,6.53,14.73,15.40,1.36,-34.50,8.96,13.16,6.98,-13.63,-45.16,-11.41,0.973504,50
08-09-2025,NASDAQ:PWP,Perella Weinberg Partners - Class A Common Stock,1922,1141600,4.09,21.97,-0.73,-1.91,15.11,7.74,-15.89,16.80,-3.48,6.69,-7.25,-26.55,-3.57,0.973412,50
08-09-2025,NYSE:VOYA,"Voya Financial, Inc. Common Stock",7304,796721,1.96,75.75,0.87,6.77,11.93,7.04,-9.00,6.18,5.20,3.51,-7.95,-19.66,-14.19,0.973377,50
08-09-2025,NYSE:PHG,Koninklijke Philips N.V. NY Registry Shares,26502,727043,1.09,27.86,1.01,4.49,15.79,1.08,5.17,-6.96,2.92,7.37,-13.91,-5.49,-27.33,0.973189,50
08-09-2025,NYSE:MGM,MGM Resorts International Common Stock,9853,3918124,2.51,36.2,-9.64,4.12,11.99,11.52,-3.62,-1.13,2.55,3.57,-3.47,-14.28,-21.50,0.972938,50
08-09-2025,NYSE:USB,U.S. Bancorp Common Stock,75709,8244373,1.69,48.65,-0.37,9.37,7.98,8.08,-7.09,5.32,7.80,-0.44,-6.91,-17.75,-15.05,0.972924,50
08-09-2025,NYSE:STE,STERIS plc (Ireland) Ordinary Shares,24457,462386,1.48,248.32,1.31,4.86,1.85,6.27,12.75,3.19,3.29,-6.57,-8.72,2.09,-17.18,0.972917,50
08-09-2025,NYSE:MAS,Masco Corporation Common Stock,15870,2084477,2.13,75.8,3.18,8.51,16.64,0.79,-6.54,-3.09,6.94,8.22,-14.20,-17.20,-23.46,0.972711,50
08-09-2025,NYSE:GNL,"Global Net Lease, Inc. Common Stock",1774,1200107,1.97,8.22,4.26,9.12,6.08,0.85,11.80,-4.87,7.55,-2.34,-14.14,1.14,-25.24,0.972688,50
08-09-2025,NYSE:CNO,"CNO Financial Group, Inc. Common Stock",3849,622875,1.7,39.71,0.60,9.49,2.74,0.23,1.28,13.17,7.92,-5.68,-14.76,-9.38,-7.20,0.972432,50
08-09-2025,NASDAQ:STLD,"Steel Dynamics, Inc. - Common Stock",19805,1274489,2.58,134.54,2.69,9.27,0.73,7.07,-6.44,15.92,7.70,-7.69,-7.92,-17.10,-4.45,0.972336,50
08-09-2025,NASDAQ:HBNC,"Horizon Bancorp, Inc. - Common Stock",852,518654,2.45,16.63,-1.38,9.62,10.82,3.97,-8.18,4.69,8.05,2.40,-11.02,-18.84,-15.68,0.97226,50
08-09-2025,NYSE:TRV,"The Travelers Companies, Inc. Common Stock",61795,1211362,1.51,274.48,1.08,3.32,0.29,6.11,5.06,15.69,1.75,-8.13,-8.88,-5.60,-4.68,0.972073,50
08-09-2025,NASDAQ:ARM,Arm Holdings plc - American Depositary Shares,146322,3697614,3.25,139.14,0.60,2.57,4.33,9.77,-0.89,13.07,1.00,-4.09,-5.22,-11.55,-7.30,0.972034,50
08-09-2025,NYSE:AFG,"American Financial Group, Inc. Common Stock",11480,404315,1.59,137.66,1.31,7.08,9.08,7.63,-3.17,2.94,5.51,0.66,-7.36,-13.83,-17.43,0.971934,50
08-09-2025,NYSE:KEYS,Keysight Technologies Inc. Common Stock,29094,1095682,2.11,169.29,3.46,4.75,4.34,7.92,-1.01,11.91,3.18,-4.08,-7.07,-11.67,-8.46,0.971804,50
08-09-2025,NYSE:RPM,RPM International Inc. Common Stock,16433,640822,1.76,128.09,2.17,7.03,9.81,4.33,-8.30,10.03,5.46,1.39,-10.66,-18.96,-10.34,0.971767,50
08-09-2025,NYSE:NSC,Norfolk Southern Corporation Common Stock,61830,1968255,1.77,275.59,-1.59,-1.77,9.01,12.11,1.98,5.77,-3.34,0.59,-2.88,-8.68,-14.60,0.971735,50
08-09-2025,NYSE:CDP,COPT Defense Properties Common Shares of Beneficial Interest,6918,1045651,1.75,30.49,5.61,7.58,7.77,10.95,-6.66,3.02,6.01,-0.65,-4.04,-17.32,-17.35,0.971548,50
08-09-2025,NASDAQ:SYNA,Synaptics Incorporated - Common Stock,2728,423473,3.2,70.57,1.01,15.40,11.35,4.83,-14.23,-5.53,13.83,2.93,-10.16,-24.89,-25.90,0.971514,49
08-09-2025,NASDAQ:GCMG,GCM Grosvenor Inc. - Class A Common Stock,2498,540349,1.89,12.82,-1.09,6.40,2.50,-0.62,2.81,16.30,4.83,-5.92,-15.61,-7.85,-4.07,0.971471,49
08-09-2025,NASDAQ:SNCY,"Sun Country Airlines Holdings, Inc. - Common Stock",684,824178,4.82,12.83,-3.27,15.20,8.50,-14.50,-8.73,14.19,13.63,0.08,-29.49,-19.39,-6.18,0.97144,49
08-09-2025,NYSE:BHP,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),138474,2752153,1.29,54.2,-2.90,3.86,8.52,7.45,1.99,3.60,2.29,0.10,-7.54,-8.67,-16.77,0.971424,49
08-09-2025,NYSE:HI,Hillenbrand Inc Common Stock,1806,721138,4.94,25.63,0.94,22.59,20.56,-7.41,-32.97,-20.76,21.02,12.14,-22.40,-43.63,-41.13,0.971351,49
08-09-2025,NASDAQ:APLS,"Apellis Pharmaceuticals, Inc. - Common Stock",3398,2260919,4.14,26.91,-2.45,9.59,28.35,6.95,-28.69,-40.39,8.02,19.93,-8.04,-39.35,-60.76,0.971317,49
08-09-2025,NASDAQ:CART,Maplebear Inc. - Common Stock,11900,5294975,3.13,45.17,3.98,-9.34,-1.11,11.67,3.25,25.53,-10.91,-9.53,-3.32,-7.41,5.16,0.971302,49
08-09-2025,NYSE:VVV,Valvoline Inc. Common Stock,5082,1393399,1.99,39.98,3.00,3.10,8.35,12.08,2.08,-1.53,1.53,-0.07,-2.91,-8.58,-21.90,0.971292,49
08-09-2025,NYSE:BRSP,"BrightSpire Capital, Inc. Class A Common Stock",772,609220,2.06,5.94,2.36,10.10,12.29,-2.36,-5.89,4.38,8.53,3.87,-17.35,-16.55,-15.99,0.971256,49
08-09-2025,NASDAQ:RLAY,"Relay Therapeutics, Inc. - Common Stock",700,1332584,5.86,4.06,11.58,14.04,17.24,14.78,-8.13,-56.40,12.47,8.82,-0.21,-18.79,-76.77,0.971159,49
08-09-2025,NASDAQ:ODP,The ODP Corporation - Common Stock,642,424659,5.2,21.33,5.02,7.97,16.69,22.13,-18.33,-34.41,6.40,8.27,7.14,-28.99,-54.78,0.971131,49
08-09-2025,NASDAQ:FULT,Fulton Financial Corporation - Common Stock,3538,1371262,2.03,19.43,-1.18,9.32,10.24,5.30,-8.49,3.60,7.75,1.82,-9.69,-19.15,-16.77,0.971112,49
08-09-2025,NASDAQ:NWSA,News Corporation - Class A Common Stock,17675,3262285,2.08,29.94,1.77,3.24,7.11,6.61,0.27,9.35,1.67,-1.31,-8.38,-10.39,-11.02,0.971085,49
08-09-2025,NYSE:INFA,Informatica Inc. Class A Common Stock,8643,2928112,0.23,24.78,-0.61,0.40,2.62,25.22,-8.60,1.86,-1.17,-5.80,10.23,-19.26,-18.51,0.97104,49
08-09-2025,NYSE:KR,Kroger Company (The) Common Stock,44959,6897039,1.97,68,0.24,-8.47,2.72,1.91,11.81,21.53,-10.04,-5.70,-13.08,1.15,1.16,0.970902,49
08-09-2025,NYSE:PSX,Phillips 66 Common Stock,52621,2073839,2.16,130.21,-2.59,8.38,12.23,3.10,-3.28,-1.60,6.81,3.81,-11.89,-13.94,-21.97,0.970851,49
08-09-2025,NASDAQ:EXAS,Exact Sciences Corporation - Common Stock,10202,3279839,3.37,53.89,12.01,19.91,-1.82,12.67,-12.38,-6.01,18.34,-10.24,-2.32,-23.04,-26.38,0.970825,49
08-09-2025,NYSE:ARW,"Arrow Electronics, Inc. Common Stock",6494,427661,2.07,126.1,-0.18,6.01,3.31,13.29,3.82,-2.29,4.44,-5.11,-1.70,-6.84,-22.66,0.970661,49
08-09-2025,NASDAQ:TMDX,"TransMedics Group, Inc. - Common Stock",3599,954398,4.29,105.58,-8.88,-9.92,-31.70,36.11,32.34,-43.00,-11.49,-40.12,21.12,21.68,-63.37,0.970531,49
08-09-2025,NYSE:ROL,"Rollins, Inc. Common Stock",27687,1326340,1.26,57.13,1.03,-2.42,-1.12,9.36,13.08,11.20,-3.99,-9.54,-5.63,2.42,-9.17,0.970522,49
08-09-2025,NASDAQ:HTBK,Heritage Commerce Corp - Common Stock,633,463417,2.16,10.3,-0.29,9.51,7.96,2.72,-1.65,3.01,7.94,-0.46,-12.27,-12.31,-17.36,0.9705,49
08-09-2025,NYSE:BXP,"BXP, Inc. Common Stock",12168,1540760,2.35,75.79,4.33,13.33,2.20,8.96,-5.75,1.79,11.76,-6.22,-6.03,-16.41,-18.58,0.970451,49
08-09-2025,NYSE:LEG,"Leggett & Platt, Incorporated Common Stock",1381,1591790,3.59,10.2,5.78,15.39,10.78,15.49,-22.65,-16.47,13.82,2.36,0.50,-33.31,-36.84,0.970327,48
08-09-2025,NYSE:UE,Urban Edge Properties Common Shares of Beneficial Interest,2667,1165348,2.02,21.14,2.13,7.24,11.68,5.63,-7.57,2.03,5.67,3.26,-9.36,-18.23,-18.34,0.970124,48
08-09-2025,NYSE:ECL,Ecolab Inc. Common Stock,78096,1207451,1.28,275.35,-0.61,2.03,3.01,2.21,9.87,10.34,0.46,-5.41,-12.78,-0.79,-10.03,0.969904,48
08-09-2025,NYSE:HIW,"Highwoods Properties, Inc. Common Stock",3442,1127176,2,31.9,1.16,9.91,2.57,7.71,2.29,0.28,8.34,-5.85,-7.28,-8.37,-20.09,0.969845,48
08-09-2025,NYSE:ARES,Ares Management Corporation Class A Common Stock,38058,1365997,2.51,176.25,-1.67,-6.07,1.34,12.08,0.68,20.08,-7.64,-7.08,-2.91,-9.98,-0.29,0.969277,48
08-09-2025,NYSE:CRC,California Resources Corporation Common Stock,4144,826193,2.65,49.52,-0.32,4.85,9.85,16.22,-15.77,1.21,3.28,1.43,1.23,-26.43,-19.16,0.969232,48
08-09-2025,NYSE:SHEL,Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares),206272,3025367,1.12,71.71,-3.03,0.47,5.15,6.86,8.97,4.46,-1.10,-3.27,-8.13,-1.69,-15.91,0.969211,48
08-09-2025,NASDAQ:ITRI,"Itron, Inc. - Common Stock",5492,519500,1.93,120.12,-2.35,-3.80,-0.37,11.90,1.73,19.00,-5.37,-8.79,-3.09,-8.93,-1.37,0.969196,48
08-09-2025,NASDAQ:BUSE,First Busey Corporation - Common Stock,2219,457538,1.98,24.91,0.84,11.36,8.75,9.47,-7.47,-7.47,9.79,0.33,-5.52,-18.13,-27.84,0.969148,48
08-09-2025,NYSE:MLNK,"MeridianLink, Inc. Common Stock",1480,1403311,0.36,20,0.55,19.85,14.70,-7.45,-14.95,-14.05,18.28,6.28,-22.44,-25.61,-34.42,0.969088,48
