Date,Symbol,Series,Mkt Cap (₹ Crores),AVOL(20),ADR(20),CMP,Change_1D,Change_1W,Change_10D,Change_1M,Change_3M,Change_6M,Change_9M,Change_12M,Momo_1M,HighMomo_10D,6EMA_10D,10EMA_21D,21EMA_50D,50SMA_65D,Below_3M,Below_6M,Below_12M,Above_3M,Above_6M,Above_12M,RS_1M,RS_3M,RS_6M,RS_9M,RS_12M,Total_RS (CNX500),RS_score,NRS_1M,NRS_3M,NRS_6M,NRS_9M,NRS_12M,Total_NRS (CNX500),NRS_score
21-09-2025,NSE:PFC,EQ,135221.67,42.81,1.68,409.1,0.27,3.28,3.59,1.39,0.01,1.76,-21.83,-20.03,0,0,0,-1,-1,-1,-5.07,-6.63,-20.89,7.74,7.74,12.3,-0.07,-1.89,-10.29,-23.49,-17.98,0.959579,23,-0.07,-1.84,-8.6,-12.21,5.25,0.985247,26
21-09-2025,NSE:MONARCH,EQ,2669.36,2.22,2.92,337.9,1.78,4,2.77,-1.72,8.36,1.45,-28.54,-27.54,0,0,-1,-1,-1,-1,-12.09,-12.09,-29.45,9.14,12.8,12.8,-3.18,6.46,-10.6,-30.2,-25.49,0.959386,23,-3.18,9.47,-17.89,-18.64,4.56,0.985145,26
21-09-2025,NSE:TATATECH,EQ,29370.4,9.14,1.97,724.4,0.98,3.08,7.22,4.89,2.45,10.54,-28.82,-51.11,0,0,-1,-1,-1,-1,-1.39,-8.02,-35.38,10.22,19.07,19.07,3.43,0.55,-1.51,-30.48,-49.06,0.959354,23,3.43,-3,-2.06,-32.2,-13.52,0.972891,13
21-09-2025,NSE:AAVAS,EQ,13235.78,2.68,2.45,1670.6,1.25,2.23,4.75,-0.69,-8.73,-11.64,0.39,-7.92,0,0,0,-1,-1,-1,-20.16,-24.76,-24.76,9.89,9.89,9.89,-2.15,-10.63,-23.69,-1.27,-5.87,0.959241,23,-2.15,-8.42,-13.03,22.58,-4.56,0.991877,36
21-09-2025,NSE:ASTRAL,EQ,39067.55,6.37,2.01,1452.4,-0.47,-0.6,-0.17,4.03,-7.31,13.64,-25.92,-31.1,0,0,-1,-1,-1,-1,-4.59,-7.6,-28.27,14.43,16.29,17.31,2.57,-9.21,1.59,-27.58,-29.05,0.959197,23,2.57,-12.26,9.17,-34.01,-0.34,0.982285,23
21-09-2025,NSE:SUNDARMFIN,EQ,50774.46,1.27,3.35,4576.9,-0.21,2.29,0.86,-12,-5.3,-4.06,2.94,-7.13,0,0,-1,-1,-1,-1,-13.13,-14.47,-14.76,6.31,6.31,15.33,-13.46,-7.2,-16.11,1.28,-5.08,0.958999,23,-13.46,5.54,-9.17,18.53,-6.6,0.99433,39
21-09-2025,NSE:JSWENERGY,EQ,95428.16,21.43,2.26,545.5,1.43,3.62,7.59,2.52,8.47,-0.52,-25.6,-41.45,0,0,-1,-1,-1,-1,0,-5.17,-31.13,11.68,18.63,26.42,1.06,6.57,-12.57,-27.26,-39.4,0.958966,23,1.06,5.66,-20.17,-13.15,-8.84,0.97713,17
21-09-2025,NSE:JUBLFOOD,EQ,41411.88,13.59,2.04,626.4,-0.01,-1.4,-4.73,-1.25,-11.08,-0.24,-9.02,-6.04,0,0,-1,-1,-1,-1,-12.15,-13.08,-18.29,1.17,1.17,10.46,-2.71,-12.98,-12.29,-10.68,-3.99,0.958712,23,-2.71,-10.15,-0.59,3.04,6.51,0.991384,35
21-09-2025,NSE:ARE&M,EQ,18631.98,5.9,2.4,1019.55,-1.11,-0.97,0.12,3.07,4.81,1.31,-23.65,-37.82,0,0,-1,-1,-1,-1,-3.06,-6.41,-28.5,9.58,9.58,9.58,1.61,2.91,-10.74,-25.31,-35.77,0.958571,23,1.61,1.35,-14.02,-13.5,-7.68,0.977242,18
21-09-2025,NSE:REGAAL,EQ,1072.43,23.57,4.42,104.3,1.11,-2.31,-1.12,-26.16,NA,NA,NA,NA,0,0,-1,-1,0,-1,NA,NA,NA,NA,NA,NA,-27.62,0,0,0,0,0.958526,23,-27.62,99.56,-10.35,11.8,3.78,0.97356,14
21-09-2025,NSE:DEN,EQ,1737.09,3.18,2.36,36.35,-0.68,1.93,1.1,-2.64,4.02,14,-22.89,-52.93,0,0,-1,-1,-1,-1,-11.81,-11.81,-35.05,4.1,23.51,23.51,-4.1,2.12,1.95,-24.55,-50.88,0.95845,23,-4.1,6.05,0.05,-31.1,-20.67,0.97409,14
21-09-2025,NSE:GPTHEALTH,EQ,1230.82,2.46,2.76,149.91,-1.85,-2.05,-2.57,-5.91,3.97,7.94,-22.41,-26.74,0,0,-1,-1,-1,-1,-18.15,-18.15,-21.23,5.99,10.59,18.04,-7.37,2.07,-4.11,-24.07,-24.69,0.958338,22,-7.37,8.89,-6.22,-21.16,0.24,0.984869,26
21-09-2025,NSE:IRFC,EQ,169655.34,89.74,1.94,129.69,0.31,2.67,4.8,2.28,-3.48,6.08,-20.8,-26.42,0,0,0,-1,-1,-1,-8.49,-11.75,-21.36,9.8,11.4,16.7,0.82,-5.38,-5.97,-22.46,-24.37,0.958096,22,0.82,-6.33,-1.11,-16.82,-0.88,0.981532,22
21-09-2025,NSE:RAYMONDLSL,EQ,7743.39,2.38,4.43,1270.8,-3.17,-4.02,2.95,2.42,18.29,9.89,-62.83,-80.09,0,0,-1,-1,-1,-1,-4.44,-4.44,-47.8,23.13,38.33,38.33,0.96,16.39,-2.16,-64.49,-78.04,0.958017,22,0.96,15.82,-20.63,-68.91,-6.82,0.97243,13
21-09-2025,NSE:ACC,EQ,35135,2.01,1.37,1879.1,1.13,1.53,2.67,0.85,2.99,-0.03,-17.02,-33.68,0,0,-1,-1,-1,-1,-6.12,-10.02,-25.24,5.41,5.41,5.41,-0.61,1.09,-12.08,-18.68,-31.63,0.957723,22,-0.61,1.71,-13.46,-5.18,-10.46,0.978607,19
21-09-2025,NSE:BLS,EQ,15047.07,13.98,1.89,365.35,-1.03,-0.97,-0.41,-1.16,1.89,4.74,-32.83,-16.56,0,0,-1,-1,-1,-1,-9.17,-13.5,-27.73,2.6,7.3,12.19,-2.62,-0.01,-7.31,-34.49,-14.51,0.957494,22,-2.62,2.58,-7.45,-27.63,16.03,0.990257,33
21-09-2025,NSE:GUJGASLTD,EQ,30013.81,3,2.47,434.95,-0.80,0.9,0.23,0.63,-3.29,11.98,-16.69,-44.91,0,0,-1,-1,-1,-1,-12.91,-12.91,-30.29,3.78,11.61,17.49,-0.83,-5.19,-0.07,-18.35,-42.86,0.957423,22,-0.83,-4.38,4.43,-20.77,-20.4,0.974599,15
21-09-2025,NSE:KCP,EQ,2617.23,1.55,2.41,203.18,-0.79,-0.28,-0.3,-2.24,2.3,3.85,-23.14,-24.29,0,0,-1,-1,-1,-1,-8.03,-10.51,-21.65,3.49,6.58,18.31,-3.7,0.4,-8.2,-24.8,-22.24,0.957081,22,-3.7,4,-8.76,-16.27,2.84,0.984079,25
21-09-2025,NSE:IREDA,EQ,45116.25,70.9,2.25,160.87,3.43,8.4,9.55,7.52,-2.61,9.27,-32.1,-41.97,0,0,0,-1,-1,-1,-6.25,-12.21,-31.51,14.5,14.5,16.44,6.06,-4.51,-2.78,-33.76,-39.92,0.956954,22,6.06,-11.39,1.23,-33.8,-3.69,0.976139,16
21-09-2025,NSE:SYNCOMF,EQ,1686.36,7.5,3.08,17.91,-0.89,-0.22,3.91,2.85,-6.98,12.62,-20.04,-39.08,0,0,-1,-1,-1,-1,-7.82,-19.14,-24.94,7.25,18.61,22.67,1.39,-8.88,0.57,-21.7,-37.03,0.956926,22,1.39,-10.55,7.97,-25.58,-12.08,0.977205,18
21-09-2025,NSE:ICICIPRULI,EQ,87469.46,9.36,1.94,602.55,-0.40,0.29,0.96,-4.9,-5.18,8.25,-11.32,-24.45,0,0,-1,-1,-1,-1,-11.44,-11.44,-23.83,1.58,12.23,12.29,-6.36,-7.08,-3.8,-12.98,-22.4,0.956715,22,-6.36,-0.71,2.42,-9.53,-8.02,0.98281,24
21-09-2025,NSE:IOB,EQ,78759.45,115.92,2.41,40.88,1.67,3.55,5.85,6.7,8.95,-3.79,-34.91,-45.43,0,0,-1,-1,-1,-1,0,-8.07,-33.04,14.16,17.4,17.4,5.24,7.05,-15.84,-36.57,-43.38,0.956482,22,5.24,1.97,-24.35,-18.18,-4.02,0.975195,16
21-09-2025,NSE:ZEEL,EQ,11201.58,87.48,2.55,116.45,0.70,0.13,0.47,-0.99,-14.28,11.59,-16.63,-15.81,0,0,-1,-1,-1,-1,-22.19,-22.19,-22.19,3.67,19.99,29.14,-2.45,-16.18,-0.46,-18.29,-13.76,0.956396,21,-2.45,-13.6,12.29,-20.12,4.48,0.988671,31
21-09-2025,NSE:JISLJALEQS,EQ,4066.13,75.38,4.52,56.93,0.64,-0.63,5.64,8.22,-2.79,-1.46,-31.13,-23.24,13.83,0,-1,-1,-1,-1,-4.14,-12.29,-30.11,23.76,23.76,23.76,6.76,-4.69,-13.51,-32.79,-21.19,0.95611,21,6.76,-12.44,-9.05,-17.44,9.79,0.983428,25
21-09-2025,NSE:ZUARIIND,EQ,868.27,1.69,4.37,289.9,-0.17,-0.83,-3.62,-20.35,4.86,17.89,-22.13,-29.39,0,0,-1,-1,-1,-1,-16.91,-16.91,-22.62,10.38,23.79,23.79,-21.81,2.96,5.84,-23.79,-27.34,0.95591,21,-21.81,20.51,3.34,-36.94,-2.17,0.992459,37
21-09-2025,NSE:JAGRAN,EQ,1571.46,1.06,1.49,71.96,-0.30,0.21,0.25,-1.42,0.63,4.34,-17.91,-32.3,0,0,-1,-1,-1,-1,-3.76,-13.41,-24.47,1.74,5.45,8.72,-2.88,-1.27,-7.71,-19.57,-30.25,0.955888,21,-2.88,1.57,-6.62,-11.46,-8.42,0.979026,19
21-09-2025,NSE:OFSS,EQ,78502.84,2.66,2.74,9018,-1.71,0.43,8.18,2.83,-4.19,15.9,-37.84,-35.72,0,0,-1,-1,-1,-1,-2.66,-7.34,-30.34,8.91,23.63,23.63,1.37,-6.09,3.85,-39.5,-33.67,0.955879,21,1.37,-7.66,8.92,-52.09,5.32,0.982647,23
21-09-2025,NSE:DHAMPURSUG,EQ,907.04,3.38,2.83,141.13,0.69,4.31,2.61,5.8,-5.38,14.11,-24.59,-56.34,0,0,-1,-1,-1,-1,-10.01,-11.71,-38.24,13.82,20.35,22.24,4.34,-7.28,2.06,-26.25,-54.29,0.955877,21,4.34,-12.3,8.15,-33.27,-21.7,0.97136,12
21-09-2025,NSE:SUZLON,EQ,83073.61,520.46,2.04,60.4,2.23,5.45,4.19,0.91,-4.69,8.97,-15.17,-40.23,0,0,-1,-1,-1,-1,-10.81,-15.5,-27.92,7.24,17.95,21.5,-0.55,-6.59,-3.08,-16.83,-38.18,0.955629,21,-0.55,-6.09,2.7,-14.72,-17.99,0.975325,16
21-09-2025,NSE:ITBEES,EQ,2770.57,85.59,2.94,39.91,-0.52,1.38,5.16,2.43,-6.01,1.13,-22.45,-15.99,0,0,-1,-1,-1,-1,-6.16,-6.69,-19.36,6.46,13.38,13.38,0.97,-7.91,-10.92,-24.11,-13.94,0.955138,21,0.97,-9.09,-3.61,-12.05,9.06,0.986278,28
21-09-2025,NSE:ANDHRSUGAR,EQ,1043.76,1.8,2.3,77.05,-1.63,1.92,0.47,-3.56,3.24,13.17,-26.55,-48.57,0,0,-1,-1,-1,-1,-8.14,-8.14,-31.89,4.09,15.45,17.47,-5.02,1.34,1.12,-28.21,-46.52,0.9548,21,-5.02,6.13,-0.09,-33.95,-13.61,0.975395,16
21-09-2025,NSE:EKC,EQ,1575.28,4.45,2.94,139.96,0.04,0.64,-0.57,-1.15,7.76,14.12,-50.92,-47.37,0,0,-1,-1,-1,-1,-8.5,-8.5,-38.3,10.63,23.85,23.85,-2.61,5.86,2.07,-52.58,-45.32,0.954356,21,-2.61,8.37,-3.46,-63.93,6.13,0.980702,21
21-09-2025,NSE:VTL,EQ,12313.85,20.76,3.93,426.1,-2.20,-0.89,4.54,-0.69,-7.47,10.9,-30.37,-17.06,0,0,-1,-1,-1,-1,-16.14,-17.34,-23.62,9.19,10.16,16.92,-2.15,-9.37,-1.15,-32.03,-15.01,0.954348,21,-2.15,-7.18,6.75,-34.52,13.99,0.989592,32
21-09-2025,NSE:GIPCL,EQ,2918.84,3.34,2.84,187.81,-0.75,0.55,-3.51,-2.07,-2.93,12.42,-37.8,-20.46,0,0,-1,-1,-1,-1,-14.93,-14.93,-27.43,5.6,11.08,20.85,-3.53,-4.83,0.37,-39.46,-18.41,0.95409,21,-3.53,-1.29,4.57,-45.54,16.36,0.99013,33
21-09-2025,NSE:GNFC,EQ,7551.28,3.17,1.65,513,-0.62,1.47,1.67,-3.06,-1.92,6.19,-19.45,-27.59,0,0,-1,-1,-1,-1,-9.83,-9.83,-26.66,2.96,10,10,-4.52,-3.82,-5.86,-21.11,-25.54,0.953756,20,-4.52,0.67,-2.39,-15.54,-3.03,0.981155,22
21-09-2025,NSE:ORIENTPPR,EQ,604.94,9.26,2.97,28.48,0.11,-0.14,1.58,0.7,3.62,18.82,-43.82,-67.42,0,0,-1,-1,-1,-1,-5.91,-8.48,-41.75,4.55,32.04,32.04,-0.76,1.72,6.77,-45.48,-65.37,0.953521,20,-0.76,2.49,5.42,-65.36,-12.63,0.971847,13
21-09-2025,NSE:PAVNAIND,EQ,550.45,3.46,7.78,39.1,-3.69,14.71,11.64,-9.26,-8.17,16.46,-33.44,-9.73,0,18.5,-1,-1,-1,-1,-12.19,-12.19,-45.88,17.24,25.12,25.87,-10.72,-10.07,4.41,-35.1,-7.68,0.953153,20,-10.72,0.55,12.42,-47.93,21.55,0.999407,46
21-09-2025,NSE:DPSCLTD,EQ,1254.24,1.25,2.7,12.81,-1.46,5.31,4.22,2.42,-1.41,13.9,-37.47,-45.9,0,6.21,-1,-1,-1,-1,-10.73,-10.86,-37.88,9.21,13.36,16.88,0.96,-3.31,1.85,-39.13,-43.85,0.952581,20,0.96,-4.36,4.74,-47.86,-2.35,0.97638,17
21-09-2025,NSE:CASTROLIND,EQ,20048.35,14.87,1.81,202.61,-0.44,2.6,2.39,-3.09,-2.3,-9.58,-2.06,-27.07,0,0,-1,-1,-1,-1,-11.39,-11.39,-20.44,2.73,4.7,19.67,-4.55,-4.2,-21.63,-3.72,-25.02,0.952578,20,-4.55,0.32,-17.47,18.66,-20.72,0.982561,23
21-09-2025,NSE:GVKPIL,BE,617.24,6.97,1.63,3.91,-2.01,5.12,13.55,10.49,-4.6,9.21,-24.3,-79.03,0,0,0,-1,-1,-1,-7.57,-12.72,-47.3,24.13,26.13,26.13,9.03,-6.5,-2.84,-25.96,-76.98,0.952346,20,9.03,-17.3,2.85,-25.1,-40.25,0.962889,6
21-09-2025,NSE:WANBURY,EQ,821.76,1.17,4.62,250.25,-3.23,-3.98,-11.45,-12.01,-10.83,12.42,-27.85,-0.43,0,0,-1,-1,-1,-1,-16.96,-19.96,-22.25,4.16,10.63,56.12,-13.47,-12.73,0.37,-29.51,1.62,0.95196,20,-13.47,0.61,10.63,-34.18,25.22,1.003531,53
21-09-2025,NSE:SCILAL,EQ,2406.32,5.04,2.94,51.64,0.17,0.33,-0.87,3.25,-3.25,13.26,-33.35,-48.32,0,0,-1,-1,-1,-1,-4.65,-8.13,-32.58,5.97,14.25,17.66,1.79,-5.15,1.21,-35.01,-46.27,0.951883,20,1.79,-7.17,5.65,-41.94,-7.45,0.974311,14
21-09-2025,NSE:KPITTECH,EQ,35257.64,9.38,2.29,1285.2,-1.24,2.51,4.06,5.49,-8.5,3.3,-17.59,-36.78,0,0,-1,-1,-1,-1,-7.56,-9.61,-28.29,8.51,20.64,20.64,4.03,-10.4,-8.75,-19.25,-34.73,0.951755,20,4.03,-15.25,0.53,-9.81,-12.54,0.975232,16
21-09-2025,NSE:RVNL,EQ,75894.73,78.54,2.98,363.45,0.26,6.97,9.37,8.98,-7.47,8.34,-28.85,-50.03,0,0,0,-1,-1,-1,-9.04,-15.82,-33.22,20.11,20.11,20.11,7.52,-9.37,-3.71,-30.51,-47.98,0.95156,20,7.52,-18.52,4.36,-28.77,-12.66,0.971924,13
21-09-2025,NSE:GOKEX,EQ,6119.7,6.43,3.91,835.55,1.41,8.45,12.27,7.68,-3.84,-2.82,-49.31,-11.36,0,0,0,-1,-1,-1,-11.02,-20.03,-33.15,24.16,24.16,24.16,6.22,-5.74,-14.87,-50.97,-9.31,0.951394,20,6.22,-12.92,-9.38,-33.41,29.2,0.995181,40
21-09-2025,NSE:REPCOHOME,EQ,2367.95,1.95,2.77,376.5,0.76,0.56,6.12,0.39,-11.47,15.47,-18.98,-45.79,0,0,-1,-1,-1,-1,-17.13,-17.13,-32.45,8.6,13.47,20.96,-1.07,-13.37,3.42,-20.64,-43.74,0.950688,20,-1.07,-12.35,13.82,-28.95,-18.76,0.975425,16
21-09-2025,NSE:AWL,EQ,33050.83,15.94,2.41,256.95,-1.02,-1.34,-2.26,-1.56,0.1,3.43,-17.88,-42.28,0,0,-1,-1,-1,-1,-8.4,-9.95,-28.21,2.94,2.94,8.99,-3.02,-1.8,-8.62,-19.54,-40.23,0.950328,19,-3.02,1.19,-7.01,-10.27,-16.92,0.973967,14
21-09-2025,NSE:KALYANKJIL,EQ,52933.81,42.88,2.26,511.4,-0.70,1.69,1.85,0.16,-1.36,15.05,-47.9,-36.87,0,0,-1,-1,-1,-1,-16.57,-16.57,-35.09,2.61,12.75,25.5,-1.3,-3.26,3,-49.56,-34.82,0.950056,19,-1.3,-1.96,5.84,-62.29,11.24,0.983499,25
21-09-2025,NSE:KPEL,EQ,2843.55,1.4,2.59,423.55,0.61,2.64,1.11,-0.46,-19.55,12.58,-43.04,NA,0,0,-1,-1,-1,-1,-22.33,-25.21,NA,2.72,23.65,NA,-1.92,-21.45,0.53,-44.7,0,0.949837,19,-1.92,-19.44,16.53,-51.83,103.78,0.97708,17
21-09-2025,NSE:EPL,EQ,7035.6,6.56,3.01,219.34,-1.35,-2.52,-4.51,-7.76,-6.56,10.73,-28.54,-14.16,0,0,-1,-1,-1,-1,-9.96,-11.4,-23.16,0.62,20.96,20.96,-9.22,-8.46,-1.32,-30.2,-12.11,0.949674,19,-9.22,0.67,5.87,-32.19,14.97,0.991534,35
21-09-2025,NSE:ASHOKA,EQ,5496,7.25,2.8,194.8,0.27,4.36,4.7,5.01,-3.55,9.97,-53.3,-28.21,0,0,-1,-1,-1,-1,-10.14,-12.94,-37.8,12.74,12.74,17.5,3.55,-5.45,-2.08,-54.96,-26.16,0.949652,19,3.55,-9.45,2.71,-58.49,20.14,0.987431,30
21-09-2025,NSE:RGL,EQ,1284.88,3.29,4.42,120.24,-2.83,1.41,5.87,7.19,-0.25,0.22,-50.44,-25.96,0,0,0,-1,-1,-1,-3.46,-11.97,-40.3,14.01,14.51,14.51,5.73,-2.15,-11.83,-52.1,-23.91,0.94936,19,5.73,-8.45,-9.88,-38.98,20.06,0.985403,27
21-09-2025,NSE:RELINFRA,BE,10624.41,12.69,4.99,258,-3.50,3.8,-9.61,-11.86,-44.03,10.64,-11.12,16.26,0,0,-1,-1,-1,-1,-38.19,-38.19,-38.19,4.03,10.45,25.31,-13.32,-45.93,-1.41,-12.78,18.31,0.949345,19,-13.32,-29.2,27.61,-12.55,28.42,1.019199,72
21-09-2025,NSE:AJANTPHARM,EQ,31796.12,1.07,2.22,2544.6,-0.15,-1.36,-2.73,-5.47,-1.71,-2.27,-13.01,-24.41,0,0,-1,-1,-1,-1,-9.87,-9.87,-25.05,3.78,7.17,7.17,-6.93,-3.61,-14.32,-14.67,-22.36,0.949276,19,-6.93,3.12,-10.89,1.29,-6.31,0.981939,22
21-09-2025,NSE:MTNL,EQ,1247.19,19.33,3.24,45.14,-0.13,2.53,0.18,2.37,-5.45,-1.17,-21.75,-25.59,0,0,-1,-1,-1,-1,-15.15,-17.04,-22.92,6.56,15.68,15.68,0.91,-7.35,-13.22,-23.41,-23.54,0.949237,19,0.91,-8.45,-6.3,-8.54,0.63,0.979856,20
21-09-2025,NSE:SPANDANA,EQ,1896.72,2.37,3.43,264.98,-0.62,1.94,0.92,6.99,3.89,10.94,-30.55,-115.75,0,0,-1,-1,-1,-1,-12.5,-14.48,-54.19,10.48,22.39,22.39,5.53,1.99,-1.11,-32.21,-113.7,0.949082,19,5.53,-3.78,-3.01,-34.78,-61.48,0.954348,3
21-09-2025,NSE:DHANBANK,EQ,1036.08,4.94,2.18,26.22,0.61,1.33,4.88,-4.35,-9.5,13.58,-31.54,-19.57,0,0,-1,-1,-1,-1,-15.85,-19.07,-26.87,5.13,10.21,16.38,-5.81,-11.4,1.53,-33.2,-17.52,0.949035,19,-5.81,-5.37,10.72,-40.41,12.88,0.989238,32
21-09-2025,NSE:JTLIND,EQ,2939.81,23.33,3.75,76.79,-1.73,-0.7,-3.93,5.35,1.99,-0.64,-28.52,-52.09,0,0,-1,-1,-1,-1,-9.53,-9.53,-35.8,16.53,27.24,27.24,3.89,0.09,-12.69,-30.18,-50.04,0.948555,19,3.89,-3.99,-13.03,-15.9,-14.56,0.969369,11
21-09-2025,NSE:HCC,EQ,5260.11,48.77,3.85,28.9,0.66,1.42,0.24,5.85,-4.78,18.03,-54.6,-54.57,0,0,-1,-1,-1,-1,-7.61,-20.58,-38.52,14.09,20.92,27.76,4.39,-6.68,5.98,-56.26,-52.52,0.948533,18,4.39,-11.72,11.41,-76.8,3.8,0.977815,18
21-09-2025,NSE:FIRSTCRY,EQ,20349.27,47.86,4.8,390.15,0.05,-0.4,-2.81,1.7,12.88,3.82,-55.58,-64.32,0,0,-1,-1,-1,-1,-4.69,-5.97,-46.02,16.74,23.08,23.08,0.24,10.98,-8.23,-57.24,-62.27,0.948115,18,0.24,10.93,-20.75,-49.96,-1.84,0.972039,13
21-09-2025,NSE:LAXMIDENTL,EQ,1907.19,14.9,4.44,346.6,-0.07,11.73,4.23,-0.68,-16.86,-25.46,NA,NA,0,19.43,-1,-1,-1,-1,-30.37,-30.37,NA,14.24,14.24,NA,-2.14,-18.76,-37.51,0,0,0.947976,18,-2.14,-16.52,-17.71,111.8,3.78,0.975324,16
21-09-2025,NSE:CONCORDBIO,EQ,17659.22,1.02,3.12,1695.1,2.26,3.31,2.21,0.1,-8.39,2.58,-21.47,-23.06,0,0,-1,-1,-1,-1,-12.8,-20.43,-34.83,7.13,22.24,22.24,-1.36,-10.29,-9.47,-23.13,-21.01,0.947863,18,-1.36,-8.94,-0.23,-12.89,2.48,0.981368,22
21-09-2025,NSE:MASTEK,EQ,7508.27,1.09,3.54,2420.6,-1.78,-1.33,-0.65,-5.22,-0.02,-0.8,-33.45,-11.86,0,0,-1,-1,-1,-1,-9.33,-9.33,-25.99,0.16,23.6,23.6,-6.68,-1.92,-12.85,-35.11,-9.81,0.947814,18,-6.68,4.5,-11.14,-20.59,19.96,0.992154,36
21-09-2025,NSE:ALEMBICLTD,EQ,2734.73,2.5,2.19,106.53,0.04,3.16,2.09,-1.45,-4.43,13.89,-36.83,-37.68,0,0,-1,-1,-1,-1,-13.41,-13.41,-28.96,5.26,11.62,19.72,-2.91,-6.33,1.84,-38.49,-35.63,0.947572,18,-2.91,-3.38,7.2,-47.11,3.16,0.97984,20
21-09-2025,NSE:RAJOOENG,EQ,1711.71,5.14,3.61,95.53,0.04,-1.39,-3.82,-12.92,-22.59,NA,NA,NA,0,0,-1,-1,-1,-1,-33.35,NA,NA,0.04,NA,NA,-14.38,-24.49,0,0,0,0.94729,18,-14.38,-9.01,89.65,11.8,3.78,0.975313,16
21-09-2025,NSE:DIGITIDE,EQ,2725.77,2.75,3.9,182.49,-1.54,-5.98,-6.2,-15.82,-19.44,NA,NA,NA,0,0,-1,-1,-1,-1,-31.9,NA,NA,0,NA,NA,-17.28,-21.34,0,0,0,0.947205,18,-17.28,-3.57,89.65,11.8,3.78,0.978609,19
21-09-2025,NSE:SYNGENE,EQ,26833.75,6.82,2.26,665.45,1.14,0.2,2.56,-0.3,5.15,-2.61,-29.27,-40.99,0,0,-1,-1,-1,-1,-7.84,-11.17,-29.79,6.32,8.97,8.97,-1.76,3.25,-14.66,-30.93,-38.94,0.947196,18,-1.76,4.99,-18.52,-14.18,-5.29,0.975386,16
21-09-2025,NSE:HMAAGRO,EQ,1627.5,2.98,3.37,32.37,-0.86,5.41,6.36,2.66,-0.4,4.88,-25.89,-56.07,0,0,-1,-1,-1,-1,-3.08,-13.03,-36.2,9.03,15.15,15.15,1.2,-2.3,-7.17,-27.55,-54.02,0.94709,18,1.2,-3.58,-5.09,-20.55,-20.2,0.968052,9
21-09-2025,NSE:DOLLAR,EQ,2154.65,1,2.42,379.3,0.40,3.93,5.75,2.78,3.19,1.05,-42.66,-36.51,0,0,-1,-1,-1,-1,-7.22,-7.32,-30.98,7.91,7.91,7.91,1.32,1.29,-11,-44.32,-34.46,0.947031,18,1.32,-0.02,-12.56,-32.38,8.09,0.978253,19
21-09-2025,NSE:CONCOR,EQ,42231.71,12.49,1.87,553.75,-1.31,0.67,2.08,-0.68,-6.65,4.21,-16.48,-37.46,0,0,-1,-1,-1,-1,-11.8,-14.49,-26.76,5.01,6.71,10.98,-2.14,-8.55,-7.84,-18.14,-35.41,0.947015,17,-2.14,-6.38,-0.16,-9.8,-14.24,0.974563,15
21-09-2025,NSE:BECTORFOOD,EQ,8473.55,1.32,2.65,1376,0.47,-1.05,-3.08,0.09,0.55,-6.95,-21.77,-30.46,0,0,-1,-1,-1,-1,-11.33,-15.68,-34.96,2.69,2.69,6.01,-1.37,-1.35,-19,-23.43,-28.41,0.94659,17,-1.37,0.02,-17.88,-2.06,-3.35,0.978382,19
21-09-2025,NSE:JUBLINGREA,EQ,10813.6,2.66,2.46,673.85,-5.00,-5.12,-6.52,-4.24,-3.98,-1.98,-23.95,-14.8,0,0,-1,-1,-1,-1,-19.26,-19.26,-21.57,0,13.1,16.07,-5.7,-5.88,-14.03,-25.61,-12.75,0.9465,17,-5.7,-0.19,-8.43,-9.74,11.17,0.986886,29
21-09-2025,NSE:UNITDSPR,EQ,96868.59,10.48,1.69,1328.2,0.06,1.39,1.21,-0.58,-9.84,-2.96,-17.7,-16.49,0,0,-1,-1,-1,-1,-8.71,-17.5,-21.34,3.64,3.64,3.64,-2.04,-11.74,-15.01,-19.36,-14.44,0.946431,17,-2.04,-9.65,-4.08,-2.52,4.81,0.983879,25
21-09-2025,NSE:JKIL,EQ,4927.34,1.2,2.76,652.3,0.87,3.79,3.64,-1.57,-9.55,-1.49,-18.75,-16.37,0,0,-1,-1,-1,-1,-12.23,-13.14,-17.78,6.32,6.32,6.32,-3.03,-11.45,-13.54,-20.41,-14.32,0.946159,17,-3.03,-8.3,-3,-5.2,5.79,0.9842,26
21-09-2025,NSE:SJVN,EQ,37136.56,44.93,2.03,94.45,0.55,1.48,1.88,-3.3,-2.67,6.98,-24.97,-37.41,0,0,-1,-1,-1,-1,-6.29,-10.17,-29.43,2.71,6.23,15.18,-4.76,-4.57,-5.07,-26.63,-35.36,0.946063,17,-4.76,0.17,-0.96,-22.54,-6.18,0.976167,16
21-09-2025,NSE:OBEROIRLTY,EQ,60794.29,4.6,2.14,1670.2,0.72,4.09,2.49,0.8,-14.41,6.29,-38.64,-7.89,0,0,-1,-1,-1,-1,-16.03,-16.03,-28.09,6.29,12.6,12.6,-0.66,-16.31,-5.76,-40.3,-5.84,0.945909,17,-0.66,-15.77,7.74,-36.14,25.96,0.996205,41
21-09-2025,NSE:ROTO,EQ,1557.5,1.87,2.93,82.48,-0.90,-1.84,-1.96,-7.35,-12.59,12.71,-30.09,-13.48,0,0,-1,-1,-1,-1,-21.63,-21.63,-23.26,1.71,24.63,30.98,-8.81,-14.49,0.66,-31.75,-11.43,0.9457,17,-8.81,-5.33,12.12,-37.23,16.55,0.992637,37
