Date,Symbol,Series,Mkt Cap (₹ Crores),AVOL(20),ADR(20),CMP,Change_1W,Change_10D,Change_1M,Change_3M,Change_6M,Change_9M,Change_12M,Off_3M_peak,Off_6M_peak,Off_12M_peak,RS_1M,RS_3M,RS_6M,RS_9M,RS_12M,Total_RS (CNX500),RS_score,NRS_1M,NRS_3M,NRS_6M,NRS_9M,NRS_12M,Total_NRS (CNX500),NRS_score
14-09-2025,NSE:UNITDSPR,EQ,95355.7,11.52,1.81,1309.7,-0.18,-0.10,0.91,-10.95,-0.26,-15.56,-14.84,-11.83,-18.65,-22.44,-1.77,-12.17,-12.87,-15.02,-13.5,0.951737,26,-1.77,-10.47,-1.89,-0.22,1.42,0.985056,31
14-09-2025,NSE:SURYODAY,EQ,1288.17,1.13,2.95,127.01,3.68,4.18,3.42,-12.66,14.80,-21.91,-43.55,-10.67,-15.57,-33.1,0.74,-13.88,2.19,-21.37,-42.21,0.951735,26,0.74,-15.16,12.86,-28.05,-16.95,0.976199,20
14-09-2025,NSE:ZENTEC,EQ,13184.2,3.9,3.27,1481.5,0.16,1.48,5.34,-33.32,19.52,-39.33,-7.61,-25.72,-33.55,-42.51,2.66,-34.54,6.91,-38.79,-6.27,0.951662,26,2.66,-39.34,28.12,-58.09,23.56,1.012431,66
14-09-2025,NSE:JSWENERGY,EQ,85282.36,19.15,2.12,525.75,4.12,7.09,-1.41,3.59,3.88,-27.06,-38.99,-2.24,-8.6,-33.62,-4.09,2.37,-8.73,-26.52,-37.65,0.951417,26,-4.09,6.43,-11.22,-17.15,-8.59,0.976329,20
14-09-2025,NSE:RGL,EQ,1147.98,2.98,4.56,118.55,4.53,6.28,10.74,-6.36,-5.40,-56.48,-6.84,-5.29,-13.21,-41.14,8.06,-7.58,-18.01,-55.94,-5.5,0.951328,26,8.06,-17.66,-10.62,-33.43,32.52,1.001063,52
14-09-2025,NSE:PREMIERPOL,EQ,508,1.02,4.61,49.12,4.82,1.93,0.77,-7.21,-24.10,-26.65,10.95,-10.1,-25.87,-42.32,-1.91,-8.43,-36.71,-26.11,12.29,0.951024,26,-1.91,-6.54,-27.28,12.99,30.49,1.008695,63
14-09-2025,NSE:EXXARO,BE,343.61,5.84,5.29,8.02,0.75,3.12,3.24,-23.94,8.48,-29.28,-2.89,-18.91,-22.66,-29.66,0.56,-25.16,-4.13,-28.74,-1.55,0.950866,26,0.56,-26.59,14.64,-26.21,21.21,1.000485,51
14-09-2025,NSE:KALYANKJIL,EQ,51904.33,54.09,2.52,502.75,0.16,-0.28,-3.97,-3.22,18.95,-50.95,-27.82,-17.99,-17.99,-36.19,-6.65,-4.44,6.34,-50.41,-26.48,0.950569,26,-6.65,2.22,9.96,-71.19,16.12,0.992169,40
14-09-2025,NSE:TREL,EQ,795.32,1.54,3.49,32.26,-1.77,1.24,-2.54,-4.59,13.14,-22.16,-44.92,-10.81,-14.04,-32.75,-5.22,-5.81,0.53,-21.62,-43.58,0.950189,26,-5.22,-0.5,5.43,-25.61,-17.82,0.97432,18
14-09-2025,NSE:GICRE,EQ,63728.58,9.24,2.27,369.4,0.55,1.56,-6.70,-5.98,-2.25,-15.31,-9.00,-7.53,-17.05,-26.27,-9.38,-7.2,-14.86,-14.77,-7.66,0.950016,25,-9.38,2.17,-8,2.27,6.27,0.989673,36
14-09-2025,NSE:SATIN,EQ,1492.46,1.76,2.62,147.8,-0.16,8.46,4.64,-7.67,1.03,-14.19,-41.87,-14.4,-14.68,-29.61,1.96,-8.89,-11.58,-13.65,-40.53,0.949746,25,1.96,-11.41,-3.44,-0.33,-23.44,0.972256,16
14-09-2025,NSE:INDOSTAR,EQ,3508.69,1.61,4.04,264.35,0.87,2.42,-3.99,-25.74,13.34,-17.04,-8.19,-27.14,-27.14,-27.14,-6.67,-26.96,0.73,-16.5,-6.85,0.949332,25,-6.67,-19.42,19.56,-20.02,8.36,0.99551,45
14-09-2025,NSE:COASTCORP,EQ,211.11,1.63,5.8,38.54,17.77,18.21,16.63,-1.50,-19.85,-35.03,-39.98,-2.63,-12.01,-30.05,13.95,-2.72,-32.46,-34.49,-38.64,0.949137,25,13.95,-20.26,-29.59,2.37,-2.87,0.975782,20
14-09-2025,NSE:INDOAMIN,EQ,1048.89,1.91,3.65,142.66,-1.87,-1.61,4.38,-6.48,17.43,-36.93,-61.49,-16.37,-16.37,-41.23,1.7,-7.7,4.82,-36.39,-60.15,0.949093,25,1.7,-9.86,10.93,-50.79,-17.13,0.971238,15
14-09-2025,NSE:GREENPOWER,EQ,1590.63,41.32,2.9,13.88,-0.72,1.87,4.03,-4.76,10.59,-35.23,-43.88,-9.64,-9.64,-37.19,1.35,-5.98,-2.02,-34.69,-42.54,0.94895,25,1.35,-7.66,3.13,-36.21,-5.59,0.974695,18
14-09-2025,NSE:RADHIKAJWE,EQ,1099.64,4.84,3.29,92.26,-2.05,-0.34,-3.58,3.15,6.00,-30.16,-38.43,-12.1,-12.1,-38.68,-6.26,1.93,-6.61,-29.62,-37.09,0.948916,25,-6.26,8,-8.58,-23.44,-5.55,0.977292,21
14-09-2025,NSE:DEN,EQ,1672.67,3.42,2.62,35.65,-0.84,1.71,0.03,-2.52,7.99,-27.15,-41.60,-13.51,-13.51,-36.31,-2.65,-3.74,-4.62,-26.61,-40.26,0.94852,25,-2.65,-1.05,-1.26,-23.16,-10.56,0.974154,18
14-09-2025,NSE:GUJGASLTD,EQ,28764.38,2.76,2.47,431.05,-0.67,2.69,1.33,-8.95,10.96,-18.77,-51.66,-13.69,-13.69,-34.11,-1.35,-10.17,-1.65,-18.23,-50.32,0.947507,25,-1.35,-8.93,6.76,-18.35,-26.9,0.970357,14
14-09-2025,NSE:CYIENTDLM,EQ,3356.72,1.63,3.35,456.25,4.87,7.30,5.80,-0.41,9.70,-45.70,-54.09,-7.49,-7.66,-37.67,3.12,-1.63,-2.91,-45.16,-52.75,0.947507,25,3.12,-5.08,-1.46,-46.31,-4.96,0.971474,16
14-09-2025,NSE:PRIMO,EQ,618.46,1.03,3.9,26.22,4.04,2.48,-5.49,-7.17,-9.80,-9.80,-9.80,-13.86,-13.86,-13.86,-8.17,-8.39,-22.41,-9.26,-8.46,0.947507,25,-8.17,-0.09,-13.98,15.04,0.8,0.98849,35
14-09-2025,NSE:GSPL,EQ,16362.13,8.25,2.58,308.15,2.68,5.92,1.43,-7.24,9.22,-25.54,-40.91,-9.1,-12.3,-28.96,-1.25,-8.46,-3.39,-25,-39.57,0.947381,25,-1.25,-7.29,3.82,-23.24,-11.44,0.974231,18
14-09-2025,NSE:SYNGENE,EQ,25187.74,6.17,2.4,664.15,2.37,5.76,2.29,1.66,-2.03,-32.66,-34.65,-8.02,-11.35,-29.93,-0.39,0.44,-14.64,-32.12,-33.31,0.94716,25,-0.39,0.86,-15.28,-14.98,-0.7,0.976719,20
14-09-2025,NSE:SIGNATURE,EQ,15303.02,2.83,2.18,1117.7,0.87,2.56,0.67,-15.27,5.36,-11.85,-30.47,-13.2,-14.12,-30.7,-2.01,-16.49,-7.25,-11.31,-29.13,0.947148,24,-2.01,-14.55,6.38,-3.15,-15.85,0.977524,22
14-09-2025,NSE:COLPAL,EQ,63334.57,7.74,2.38,2353.7,-2.96,0.93,6.46,-0.74,-3.69,-21.05,-56.43,-4.53,-13.85,-38.68,3.78,-1.96,-16.3,-20.51,-55.09,0.947034,24,3.78,-6.2,-14.44,-1.71,-28.42,0.966771,12
14-09-2025,NSE:MOL,EQ,2083.6,5.88,3.04,80.34,0.27,-1.87,-6.25,-15.77,16.77,-16.95,-32.21,-21.23,-21.23,-29.83,-8.93,-16.99,4.16,-16.41,-30.87,0.946993,24,-8.93,-7.46,16.58,-25.47,-12.25,0.981746,26
14-09-2025,NSE:NOVAAGRI,EQ,468.24,1.12,3.1,51.1,-1.76,0.65,2.29,0.59,2.27,-35.11,-38.26,-17.18,-17.18,-29.77,-0.39,-0.63,-10.34,-34.57,-36.92,0.946913,24,-0.39,-0.24,-9.83,-23.21,-1.53,0.975443,19
14-09-2025,NSE:LODHA,EQ,119703.62,11.18,2.56,1168.3,-0.56,-2.05,-3.93,-24.33,7.93,-19.97,-2.14,-21.23,-22.94,-22.94,-6.61,-25.55,-4.68,-19.43,-0.8,0.946911,24,-6.61,-18.13,14.43,-15.26,15.66,0.997207,47
14-09-2025,NSE:ABLBL,EQ,16473.98,12.58,3.34,145.48,2.67,7.20,7.53,-14.79,-14.79,-14.79,-14.79,-11.92,-11.92,-11.92,4.85,-16.01,-27.4,-14.25,-13.45,0.946571,24,4.85,-22.65,-11.52,15.04,0.8,0.984928,31
14-09-2025,NSE:ALOKINDS,EQ,8644.48,82.29,3.61,18.53,2.00,6.04,4.26,-9.12,8.85,-27.58,-44.04,-16.27,-16.27,-32.1,1.58,-10.34,-3.76,-27.04,-42.7,0.946482,24,1.58,-12.48,4.95,-24.92,-12.1,0.972998,17
14-09-2025,NSE:ORIENTHOT,EQ,2464.67,3.02,2.49,142.1,1.29,3.46,1.88,-7.26,-1.66,-37.61,-10.27,-13.92,-13.92,-27.92,-0.8,-8.48,-14.27,-37.07,-8.93,0.946314,24,-0.8,-7.82,-6.3,-20.32,20.66,0.991343,39
14-09-2025,NSE:AAVAS,EQ,12038.07,2.9,2.82,1633.3,2.58,6.92,-5.77,-13.30,-7.29,-3.08,-12.63,-21.95,-26.44,-26.44,-8.45,-14.52,-19.9,-2.54,-11.29,0.946262,24,-8.45,-5.62,-6.22,18.97,-8.47,0.986046,32
14-09-2025,NSE:VAIBHAVGBL,EQ,3469.19,3.98,4.1,233.03,7.09,12.35,7.04,-7.90,3.13,-36.81,-31.87,-5.42,-10.46,-29.48,4.36,-9.12,-9.48,-36.27,-30.53,0.946181,24,4.36,-14.57,-1.3,-26.18,4.41,0.978445,23
14-09-2025,NSE:PCBL,EQ,14005.75,6.43,2.51,384.55,2.80,3.38,-0.25,-5.07,0.17,-25.73,-23.85,-11.48,-11.68,-33.42,-2.93,-6.29,-12.44,-25.19,-22.51,0.946176,24,-2.93,-3.31,-6.53,-10.9,2.3,0.980722,25
14-09-2025,NSE:PFS,EQ,2447.74,3.97,2.23,37.25,-2.23,-2.26,-4.62,-11.19,17.58,-20.72,-47.38,-13.19,-14.56,-32.54,-7.3,-12.41,4.97,-20.18,-46.04,0.94615,24,-7.3,-4.79,14.36,-31.44,-21.28,0.975376,19
14-09-2025,NSE:MRPL,EQ,21423.77,14.29,2.47,126.49,0.02,3.53,0.16,-9.83,12.02,-20.06,-50.02,-18.86,-18.86,-35.03,-2.52,-11.05,-0.59,-19.52,-48.68,0.946062,23,-2.52,-8.5,8.38,-21.44,-24.15,0.971274,15
14-09-2025,NSE:HINDOILEXP,EQ,2201.85,3.64,2.75,168.62,-3.74,1.12,4.32,-4.23,-1.35,-22.04,-42.39,-4.11,-13.4,-31.65,1.64,-5.45,-13.96,-21.5,-41.05,0.945997,23,1.64,-7.43,-8.75,-5.38,-15.88,0.971392,16
14-09-2025,NSE:BALKRISIND,EQ,44250.3,2.13,2.59,2388.7,3.33,4.16,-0.96,-3.14,-7.00,-18.02,-24.45,-13.89,-13.89,-23.67,-3.64,-4.36,-19.61,-17.48,-23.11,0.945908,23,-3.64,-0.66,-15.26,4.74,-4.65,0.980027,25
14-09-2025,NSE:JITFINFRA,EQ,650.3,2.87,9.34,409.15,0.64,37.75,19.56,7.61,4.03,-87.94,-131.15,-8.51,-11.05,-56.91,16.88,6.39,-8.58,-87.4,-129.81,0.945612,23,16.88,-13.36,-15.4,-80.8,-22.19,0.953215,5
14-09-2025,NSE:NETWORK18,EQ,8157.18,32.6,2.96,54.2,0.30,2.53,-3.67,1.55,18.47,-44.65,-64.83,-14.16,-14.16,-40.82,-6.35,0.33,5.86,-44.11,-63.49,0.945579,23,-6.35,6.54,5.67,-62.38,-13.15,0.972062,16
14-09-2025,NSE:PETRONET,EQ,40650,16.76,1.87,277.95,1.71,3.04,-0.58,-8.29,-0.09,-20.60,-23.42,-11.03,-13.61,-23.73,-3.26,-9.51,-12.7,-20.06,-22.08,0.945189,23,-3.26,-6.17,-3.95,-5.45,-1.54,0.980012,25
14-09-2025,NSE:ORIENTPPR,EQ,586.27,9.07,2.92,28.52,1.72,3.51,-0.25,-1.05,20.16,-49.75,-70.62,-5.78,-8.35,-41.66,-2.93,-2.27,7.55,-49.21,-69.28,0.945109,23,-2.93,0.7,9.47,-72.53,-13.13,0.970992,15
14-09-2025,NSE:INFY,EQ,610276.99,78.82,2.02,1525.6,5.31,3.67,6.65,-5.01,-11.53,-27.72,-24.19,-7.02,-8.18,-23.71,3.97,-6.23,-24.14,-27.18,-22.85,0.945037,23,3.97,-10.99,-17.73,0.52,3.57,0.980011,24
14-09-2025,NSE:DHANBANK,EQ,1020.3,4.64,2.26,25.87,3.59,0.97,-4.52,-16.16,7.46,-16.11,-18.71,-16.98,-20.15,-27.84,-7.2,-17.38,-5.15,-15.57,-17.37,0.945028,23,-7.2,-9.63,8.81,-10.43,-1.44,0.984051,29
14-09-2025,NSE:FIRSTCRY,EQ,18942.24,51.95,5.19,391.7,-2.40,7.53,4.23,3.47,5.41,-49.96,-53.61,-4.31,-5.59,-45.81,1.55,2.25,-7.2,-49.42,-52.27,0.944434,23,1.55,0.71,-9.51,-43.5,-1.63,0.97131,16
14-09-2025,NSE:BECTORFOOD,EQ,8442.24,1.37,2.83,1390.4,-2.01,0.76,-2.99,0.70,-5.95,-27.66,-22.67,-10.4,-14.79,-34.28,-5.67,-0.52,-18.56,-27.12,-21.33,0.944261,23,-5.67,5.08,-18.22,-5.45,4.71,0.982751,27
14-09-2025,NSE:IOB,EQ,73136.53,64.53,2.5,39.43,2.38,3.40,8.24,4.89,-10.09,-44.23,-45.22,-1.43,-11.33,-35.41,5.56,3.67,-22.7,-43.69,-43.88,0.944201,23,5.56,-2.15,-27.28,-15.97,0.11,0.972762,16
14-09-2025,NSE:TARC,EQ,4522.35,4.87,4.05,157.27,-0.74,2.36,-4.78,-17.44,26.08,-36.16,-47.41,-22.45,-22.45,-40.9,-7.46,-18.66,13.47,-35.62,-46.07,0.943997,23,-7.46,-10.59,25.53,-69.15,-7.46,0.985668,31
14-09-2025,NSE:IRFC,EQ,154404.4,80.8,1.99,126.23,2.19,6.43,0.95,-9.59,5.13,-24.26,-33.35,-10.93,-14.11,-25.64,-1.73,-10.81,-7.48,-23.72,-32.01,0.943914,22,-1.73,-9.14,1.91,-15.94,-6.52,0.97601,20
14-09-2025,NSE:MONARCH,EQ,2508.84,2.77,3.06,324.4,-1.28,2.25,0.62,2.37,-0.71,-35.03,-39.77,-15.6,-15.6,-32.27,-2.06,1.15,-13.32,-34.49,-38.43,0.943911,22,-2.06,3.27,-14.68,-19.04,-2.7,0.974631,18
14-09-2025,NSE:GPTINFRA,EQ,1415.28,1.7,3.9,115.98,0.60,3.88,-1.86,-14.64,16.14,-28.57,-36.39,-14.22,-20.56,-28.34,-4.54,-15.86,3.53,-28.03,-35.05,0.943888,22,-4.54,-11.04,15.33,-38.28,-5.28,0.980228,25
14-09-2025,NSE:PNBHOUSING,EQ,19635.5,23.07,2.32,830.15,4.63,9.22,7.59,-27.16,5.22,-16.18,-29.88,-25.23,-26.29,-26.99,4.91,-28.38,-7.39,-15.64,-28.54,0.943703,22,4.91,-36.1,13.94,-7.55,-10.99,0.98103,26
14-09-2025,NSE:CONCOR,EQ,40129.65,9.21,1.86,550.05,1.42,4.13,1.55,-10.75,6.64,-23.87,-37.73,-12.39,-15.06,-28.48,-1.13,-11.97,-5.97,-23.33,-36.39,0.943415,22,-1.13,-10.98,4.18,-17.64,-10.39,0.974352,18
14-09-2025,NSE:IRCON,EQ,15069.88,25.07,3.07,172.3,1.93,6.95,2.99,-17.45,14.03,-29.22,-39.58,-15.96,-21.85,-29.66,0.31,-18.67,1.42,-28.68,-38.24,0.943278,22,0.31,-19.57,15.28,-35.26,-7.22,0.978345,22
14-09-2025,NSE:KOPRAN,EQ,744.59,2.88,3.66,178.16,0.63,13.10,10.71,-10.28,5.73,-18.73,-94.29,-7.94,-13.45,-49.1,8.03,-11.5,-6.88,-18.19,-92.95,0.943219,22,8.03,-22,2.99,-10.9,-62.84,0.957946,7
14-09-2025,NSE:GNFC,EQ,7688.67,3.3,1.79,505.45,0.20,-3.42,0.46,-6.04,0.71,-24.35,-33.04,-11.15,-11.15,-27.74,-2.22,-7.26,-11.9,-23.81,-31.7,0.94309,22,-2.22,-5.04,-5.15,-10.21,-6.18,0.975395,19
14-09-2025,NSE:SARVESHWAR,EQ,722.37,59.13,5.17,7.18,-4.87,-2.79,-4.87,2.00,8.35,-39.39,-40.71,-15.8,-15.8,-35.37,-7.55,0.78,-4.26,-38.85,-39.37,0.943066,22,-7.55,8.06,-5.04,-37.05,-0.15,0.977413,22
14-09-2025,NSE:KTKBANK,EQ,6501.08,9.09,1.48,178.97,2.69,4.11,3.78,-14.78,0.69,-22.46,-25.41,-13.92,-14.74,-25.59,1.1,-16,-11.92,-21.92,-24.07,0.942947,22,1.1,-17.8,1.96,-8.26,-1.61,0.979085,23
14-09-2025,NSE:SCILAL,EQ,2276.36,5.03,3.11,51.47,-1.20,5.28,4.12,-8.80,11.93,-36.74,-52.24,-7.18,-8.43,-34.52,1.44,-10.02,-0.68,-36.2,-50.9,0.942637,22,1.44,-11.98,7.53,-40.22,-10.54,0.971409,16
14-09-2025,NSE:TATATECH,EQ,26719.36,6.77,2.01,702.1,4.27,6.39,6.11,-7.32,6.89,-34.25,-53.48,-6.38,-10.86,-37.37,3.43,-8.54,-5.72,-33.71,-52.14,0.942406,22,3.43,-12.81,1.72,-29.15,-13.52,0.968709,14
14-09-2025,NSE:NILAINFRA,EQ,415.95,4.38,3.03,10.73,3.54,1.58,-2.98,-15.38,13.51,-24.23,-33.55,-17.4,-18.03,-26.2,-5.66,-16.6,0.9,-23.69,-32.21,0.942263,21,-5.66,-10.54,13.52,-28.6,-6.7,0.979422,24
14-09-2025,NSE:SULA,EQ,2106.41,20.8,4.07,286.37,12.21,12.89,12.79,-6.84,8.74,-55.79,-68.02,-6.86,-10.73,-42.01,10.11,-8.06,-3.87,-55.25,-66.68,0.941794,21,10.11,-21,3.06,-55.67,-7.04,0.967672,13
14-09-2025,NSE:AEGISLOG,EQ,23606.51,2.76,2.74,702.25,-0.73,4.29,-2.59,-12.54,-6.98,-11.83,-17.13,-14.92,-24.54,-27.15,-5.27,-13.76,-19.59,-11.29,-15.79,0.941763,21,-5.27,-8.2,-6.59,10.51,-3.94,0.982208,27
14-09-2025,NSE:ARTEMISMED,EQ,3036.62,1.57,3.05,239.15,4.90,8.43,-0.13,-8.32,3.35,-42.38,-16.10,-7.13,-17.45,-29.77,-2.81,-9.54,-9.26,-41.84,-14.76,0.941618,21,-2.81,-6.68,-0.74,-32.28,19.26,0.988878,36
14-09-2025,NSE:MAHSEAMLES,EQ,8587.34,1.2,2.24,626.85,-1.08,-2.33,-8.47,-10.83,-1.93,-24.41,-3.39,-17.83,-17.83,-20.34,-11.15,-12.05,-14.54,-23.87,-2.05,0.94153,21,-11.15,-0.68,-3.49,-7.01,17.69,0.993701,42
14-09-2025,NSE:KPITTECH,EQ,32595.7,8.51,2.26,1252.9,1.59,4.98,2.67,-7.95,-0.09,-22.82,-39.71,-11.88,-11.88,-31.84,-0.01,-9.17,-12.7,-22.28,-38.37,0.941372,21,-0.01,-9.42,-4.24,-7.67,-12.95,0.971812,16
14-09-2025,NSE:OBEROIRLTY,EQ,58430.88,4.21,2.06,1601.9,-1.67,-0.56,-0.75,-18.80,4.86,-32.95,-8.78,-19.46,-19.46,-31.03,-3.43,-20.02,-7.75,-32.41,-7.44,0.940817,21,-3.43,-16.42,8.4,-24.7,18.98,0.992663,41
14-09-2025,NSE:ATGL,EQ,65081.26,6.77,2.27,605.6,2.51,2.39,-1.03,-8.78,-0.02,-18.14,-34.54,-11.26,-15.08,-27.5,-3.71,-10,-12.63,-17.6,-33.2,0.940724,21,-3.71,-6.17,-3.47,-3.07,-13.08,0.973986,18
14-09-2025,NSE:BALAJEE,EQ,473.11,3.36,5.41,51.64,-3.51,-12.74,2.71,6.84,4.94,-50.79,-74.28,-11.3,-14.94,-47.95,0.03,5.62,-7.67,-50.25,-72.94,0.940567,21,0.03,5.74,-13.56,-43.59,-14.78,0.963898,10
14-09-2025,NSE:PURVA,EQ,6829.91,2.1,2.97,277.3,-4.11,-3.71,5.82,-7.30,12.78,-49.37,-58.84,-6.85,-15.13,-39.06,3.14,-8.52,0.17,-48.83,-57.5,0.940153,21,3.14,-12.44,7.19,-56.21,-5.54,0.970776,15
14-09-2025,NSE:SJVN,EQ,36723.94,53.83,2.33,93.05,0.41,-0.66,-5.31,-5.80,7.79,-28.31,-35.64,-7.68,-11.5,-30.48,-7.99,-7.02,-4.82,-27.77,-34.3,0.940041,21,-7.99,1.03,1.33,-24.11,-4.91,0.976407,20
14-09-2025,NSE:GENUSPOWER,EQ,9953.65,8.64,3.68,323.75,-1.59,-1.17,-13.22,-14.44,21.13,-32.83,-27.81,-16.21,-22.8,-30.07,-15.9,-15.66,8.52,-32.29,-26.47,0.939938,21,-15.9,0.42,19.56,-53.38,4.58,0.98998,37
14-09-2025,NSE:ESTER,EQ,1054.91,2,4.21,116.59,-0.33,6.65,10.70,-11.28,-8.34,-38.86,-27.10,-11.83,-20.77,-32.31,8.02,-12.5,-20.95,-38.32,-25.76,0.939917,21,8.02,-23.12,-8.88,-13.14,9.27,0.979431,24
14-09-2025,NSE:REPCOHOME,EQ,2173.69,1.75,2.85,374.4,5.60,7.37,-2.50,-14.17,13.27,-25.83,-42.53,-17.6,-17.6,-32.92,-5.18,-15.39,0.66,-25.29,-41.19,0.939319,20,-5.18,-9.89,12.52,-30.05,-12.48,0.974946,19
14-09-2025,NSE:HCC,BE,4608.73,37.34,3.93,28.49,-1.19,11.09,10.46,-13.27,16.01,-64.44,-59.63,-14.08,-21.71,-39.4,7.78,-14.49,3.4,-63.9,-58.29,0.939155,20,7.78,-25,14.32,-80.74,3.72,0.977427,22
14-09-2025,NSE:OMAXE,EQ,1605.14,5.8,3.85,88.87,2.23,1.55,-6.57,-7.33,7.62,-25.58,-33.60,-16.87,-16.87,-31.25,-9.25,-8.55,-4.99,-25.04,-32.26,0.939122,20,-9.25,0.79,2.4,-20.89,-5.59,0.976997,21
14-09-2025,NSE:CIEINDIA,EQ,14594.07,1.19,2.48,405.35,2.85,5.11,2.24,-11.93,2.86,-25.34,-37.70,-10.48,-15.24,-31.4,-0.44,-13.15,-9.75,-24.8,-36.36,0.938744,20,-0.44,-13,1.69,-13.99,-9.06,0.973013,17
14-09-2025,NSE:MTNL,EQ,1198.96,21.12,3.39,44,-2.41,0.86,0.70,-18.20,5.82,-25.55,-25.75,-17.29,-19.13,-25.84,-1.98,-19.42,-6.79,-25.01,-24.41,0.938716,20,-1.98,-17.54,8.8,-18.26,0.64,0.980287,25
14-09-2025,NSE:BODALCHEM,EQ,810.45,2.13,2.56,65.52,0.58,1.30,-5.66,-11.66,-0.55,-15.19,-23.81,-16.7,-16.7,-24.26,-8.34,-12.88,-13.16,-14.65,-22.47,0.938648,20,-8.34,-4.18,-1.57,0.48,-6.69,0.978974,23
14-09-2025,NSE:UBL,EQ,48862.07,2.11,2.1,1796.6,-1.59,-2.98,-6.87,-13.92,-5.79,-11.02,-15.03,-11.75,-19.76,-19.76,-9.55,-15.14,-18.4,-10.48,-13.69,0.938269,20,-9.55,-5.09,-4.38,10.09,-2.82,0.983272,28
14-09-2025,NSE:EFCIL,EQ,3384.81,2.35,3.58,314.8,-3.32,-7.42,-10.45,-10.45,-10.45,-10.45,-10.45,-8.71,-8.71,-8.71,-13.13,-11.67,-23.06,-9.91,-9.11,0.937545,20,-13.13,1.5,-11.52,15.04,0.8,0.987225,34
14-09-2025,NSE:TATAELXSI,EQ,32619.16,1.71,2.38,5721.5,4.73,8.52,1.82,-11.73,3.81,-29.39,-37.01,-11.29,-14.67,-27.76,-0.86,-12.95,-8.8,-28.85,-35.67,0.937382,20,-0.86,-12.3,2.39,-19.48,-5.09,0.973737,17
14-09-2025,NSE:RATNAVEER,EQ,746.94,3.28,3.65,145.26,-1.59,2.82,4.28,-11.26,1.78,-45.85,-24.23,-11.01,-15.44,-44.69,1.6,-12.48,-10.83,-45.31,-22.89,0.937252,20,1.6,-14.74,0.21,-33.46,15.62,0.983281,28
14-09-2025,NSE:KMSUGAR,EQ,253.92,1.22,2.93,28.08,-2.21,2.71,-3.63,-4.17,-2.42,-22.22,-37.00,-4.13,-8.56,-32.89,-6.31,-5.39,-15.03,-21.68,-35.66,0.937245,20,-6.31,0.98,-9.84,-4.29,-11.29,0.973268,17
14-09-2025,NSE:COHANCE,EQ,33455.5,7.35,4.15,980.4,5.86,10.18,3.02,-2.46,-17.97,-32.21,-23.01,-10.63,-20.29,-26.52,0.34,-3.68,-30.58,-31.67,-21.67,0.937084,20,0.34,-4.15,-26.66,2.97,7.76,0.980947,26
14-09-2025,NSE:PFC,EQ,125304.86,46.41,1.88,395.7,0.33,4.04,-5.05,-2.72,0.37,-30.69,-32.32,-8.18,-9.69,-23.48,-7.73,-3.94,-12.24,-30.15,-30.98,0.936997,19,-7.73,3.73,-8.52,-16.13,-0.45,0.976883,21
14-09-2025,NSE:TBZ,EQ,1240.52,1.59,2.57,186.85,1.78,0.82,-1.59,-2.98,9.92,-51.96,-44.70,-13,-15.46,-42.96,-4.27,-4.2,-2.69,-51.42,-43.36,0.935853,19,-4.27,0.14,1.01,-53.66,5.58,0.976084,20
14-09-2025,NSE:BAJAJHFL,EQ,92697.22,45.69,1.62,112.03,-0.16,0.71,-0.34,-8.57,-2.95,-25.07,-33.89,-9.18,-15.32,-38.28,-3.02,-9.79,-15.56,-24.53,-32.55,0.935569,19,-3.02,-6.7,-6.34,-6.45,-6.25,0.973527,17
14-09-2025,NSE:HIMATSEIDE,EQ,1471.06,7.73,4.46,128.21,6.58,9.43,5.41,-13.48,0.12,-66.61,-9.87,-20.01,-21.81,-43.6,2.73,-14.7,-12.49,-66.07,-8.53,0.935564,19,2.73,-18.46,0.46,-51.76,34.85,1.000975,52
14-09-2025,NSE:BCLIND,EQ,1173.27,4.22,2.39,40.49,-0.22,1.23,-0.57,-6.59,3.88,-36.80,-38.78,-14.49,-14.49,-39.12,-3.25,-7.81,-8.73,-36.26,-37.44,0.935486,19,-3.25,-4.49,-1.7,-27.28,-0.64,0.97374,17
14-09-2025,NSE:ANDHRSUGAR,EQ,1024.65,1.92,2.61,75.57,-1.48,0.17,-7.34,0.53,5.98,-35.34,-48.23,-9.91,-9.91,-33.98,-10.02,-0.69,-6.63,-34.8,-46.89,0.935317,19,-10.02,8.83,-6.04,-28.91,-8.72,0.972245,16
14-09-2025,NSE:JINDALPOLY,EQ,2585.59,4.84,4.26,607.15,4.08,0.95,12.36,-0.84,-12.32,-76.69,-33.19,-2.21,-15.42,-43.41,9.68,-2.06,-24.93,-76.15,-31.85,0.935217,19,9.68,-13.56,-22.9,-42.27,25.42,0.984,29
14-09-2025,NSE:GOKEX,EQ,4928.27,5.63,3.98,764.95,4.17,12.03,8.28,-19.77,-2.67,-43.47,-18.82,-18.54,-26.79,-38.8,5.6,-20.99,-15.28,-42.93,-17.48,0.934885,19,5.6,-29.08,2.75,-24.69,17.98,0.986307,32
14-09-2025,NSE:SUZLON,EQ,77413.07,587.65,2.48,57.11,-1.33,1.19,-10.54,-13.34,6.78,-16.53,-30.17,-15.67,-20.1,-32.57,-13.22,-14.56,-5.83,-15.99,-28.83,0.93483,19,-13.22,-1.03,6.23,-9.96,-10.91,0.977577,22
